EVALUACIÓN SOBRE CARPETA (modelo M + cascada 9-12)
==================================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/1923] 01_000_10_001.jpg | REAL=01 | PRED_BASE=01 | PRED_FINAL=01 | REF=none | OK
[ 235/1923] 02_135_90_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 236/1923] 02_135_90_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 237/1923] 02_135_90_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 238/1923] 02_180_10_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 239/1923] 02_180_10_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 240/1923] 02_180_10_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 241/1923] 02_180_10_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 242/1923] 02_180_10_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 243/1923] 02_180_40_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 244/1923] 02_180_40_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 245/1923] 02_180_40_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 246/1923] 02_180_40_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 247/1923] 02_180_40_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 248/1923] 02_180_70_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 249/1923] 02_180_70_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 250/1923] 02_180_70_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 251/1923] 02_180_70_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 252/1923] 02_180_70_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 253/1923] 02_180_90_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 254/1923] 02_180_90_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 255/1923] 02_180_90_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 256/1923] 02_180_90_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 257/1923] 02_180_90_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 258/1923] 02_225_10_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 259/1923] 02_225_10_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 260/1923] 02_225_10_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 261/1923] 02_225_10_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 262/1923] 02_225_10_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 263/1923] 02_225_40_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 264/1923] 02_225_40_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 265/1923] 02_225_40_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 266/1923] 02_225_40_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 267/1923] 02_225_40_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 268/1923] 02_225_70_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 269/1923] 02_225_70_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 270/1923] 02_225_70_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 271/1923] 02_225_70_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 272/1923] 02_225_70_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 273/1923] 02_225_90_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 274/1923] 02_225_90_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 275/1923] 02_225_90_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 276/1923] 02_225_90_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 277/1923] 02_225_90_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 278/1923] 02_270_10_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 279/1923] 02_270_10_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 280/1923] 02_270_10_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 281/1923] 02_270_10_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 282/1923] 02_270_10_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 283/1923] 02_270_40_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 284/1923] 02_270_40_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 285/1923] 02_270_40_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 286/1923] 02_270_40_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 287/1923] 02_270_70_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 288/1923] 02_270_70_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 289/1923] 02_270_70_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 290/1923] 02_270_70_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 291/1923] 02_270_70_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 292/1923] 02_270_90_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 293/1923] 02_270_90_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 294/1923] 02_270_90_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 295/1923] 02_270_90_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 296/1923] 02_270_90_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 297/1923] 02_315_10_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 298/1923] 02_315_10_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 299/1923] 02_315_10_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 300/1923] 02_315_10_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 301/1923] 02_315_10_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 302/1923] 02_315_40_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 303/1923] 02_315_40_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 304/1923] 02_315_40_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 305/1923] 02_315_40_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 306/1923] 02_315_40_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 307/1923] 02_315_70_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 308/1923] 02_315_70_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 309/1923] 02_315_70_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 310/1923] 02_315_70_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 311/1923] 02_315_70_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 312/1923] 02_315_90_001.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 313/1923] 02_315_90_002.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 314/1923] 02_315_90_003.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 315/1923] 02_315_90_004.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 316/1923] 02_315_90_005.jpg | REAL=02 | PRED_BASE=02 | PRED_FINAL=02 | REF=none | OK
[ 317/1923] 03_000_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 318/1923] 03_000_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 319/1923] 03_000_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 320/1923] 03_000_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 321/1923] 03_000_10_005.jpg | REAL=03 | PRED_BASE=06 | PRED_FINAL=06 | REF=none | FAIL
[ 322/1923] 03_000_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 323/1923] 03_000_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 324/1923] 03_000_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 325/1923] 03_000_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 326/1923] 03_000_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 327/1923] 03_000_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 328/1923] 03_000_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 329/1923] 03_000_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 330/1923] 03_000_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 331/1923] 03_000_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 332/1923] 03_000_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 333/1923] 03_000_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 334/1923] 03_000_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 335/1923] 03_000_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 336/1923] 03_045_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 337/1923] 03_045_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 338/1923] 03_045_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 339/1923] 03_045_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 340/1923] 03_045_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 341/1923] 03_045_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 342/1923] 03_045_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 343/1923] 03_045_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 344/1923] 03_045_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 345/1923] 03_045_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 346/1923] 03_045_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 347/1923] 03_045_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 348/1923] 03_045_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 349/1923] 03_045_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 350/1923] 03_045_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 351/1923] 03_045_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 352/1923] 03_045_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 353/1923] 03_045_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 354/1923] 03_045_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 355/1923] 03_045_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 356/1923] 03_090_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 357/1923] 03_090_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 358/1923] 03_090_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 359/1923] 03_090_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 360/1923] 03_090_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 361/1923] 03_090_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 362/1923] 03_090_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 363/1923] 03_090_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 364/1923] 03_090_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 365/1923] 03_090_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 366/1923] 03_090_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 367/1923] 03_090_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 368/1923] 03_090_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 369/1923] 03_090_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 370/1923] 03_090_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 371/1923] 03_090_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 372/1923] 03_090_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 373/1923] 03_090_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 374/1923] 03_090_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 375/1923] 03_135_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 376/1923] 03_135_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 377/1923] 03_135_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 378/1923] 03_135_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 379/1923] 03_135_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 380/1923] 03_135_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 381/1923] 03_135_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 382/1923] 03_135_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 383/1923] 03_135_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 384/1923] 03_135_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 385/1923] 03_135_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 386/1923] 03_135_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 387/1923] 03_135_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 388/1923] 03_135_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 389/1923] 03_135_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 390/1923] 03_135_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 391/1923] 03_135_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 392/1923] 03_135_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 393/1923] 03_135_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 394/1923] 03_135_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 395/1923] 03_180_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 396/1923] 03_180_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 397/1923] 03_180_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 398/1923] 03_180_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 399/1923] 03_180_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 400/1923] 03_180_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 401/1923] 03_180_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 402/1923] 03_180_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 403/1923] 03_180_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 404/1923] 03_180_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 405/1923] 03_180_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 406/1923] 03_180_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 407/1923] 03_180_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 408/1923] 03_180_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 409/1923] 03_180_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 410/1923] 03_180_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 411/1923] 03_180_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 412/1923] 03_180_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 413/1923] 03_180_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 414/1923] 03_225_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 415/1923] 03_225_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 416/1923] 03_225_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 417/1923] 03_225_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 418/1923] 03_225_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 419/1923] 03_225_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 420/1923] 03_225_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 421/1923] 03_225_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 422/1923] 03_225_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 423/1923] 03_225_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 424/1923] 03_225_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 425/1923] 03_225_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 426/1923] 03_225_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 427/1923] 03_225_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 428/1923] 03_225_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 429/1923] 03_225_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 430/1923] 03_225_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 431/1923] 03_225_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 432/1923] 03_225_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 433/1923] 03_225_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 434/1923] 03_270_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 435/1923] 03_270_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 436/1923] 03_270_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 437/1923] 03_270_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 438/1923] 03_270_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 439/1923] 03_270_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 440/1923] 03_270_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 441/1923] 03_270_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 442/1923] 03_270_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 443/1923] 03_270_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 444/1923] 03_270_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 445/1923] 03_270_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 446/1923] 03_270_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 447/1923] 03_270_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 448/1923] 03_270_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 449/1923] 03_270_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 450/1923] 03_270_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 451/1923] 03_270_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 452/1923] 03_270_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 453/1923] 03_270_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 454/1923] 03_315_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 455/1923] 03_315_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 456/1923] 03_315_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 457/1923] 03_315_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 458/1923] 03_315_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 459/1923] 03_315_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 460/1923] 03_315_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 461/1923] 03_315_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 462/1923] 03_315_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 463/1923] 03_315_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 464/1923] 03_315_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 465/1923] 03_315_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 466/1923] 03_315_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 467/1923] 03_315_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
[ 468/1923] 03_315_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | OK
