EVALUACIÓN SOBRE CARPETA (modelo M + cascada 9-12)
==================================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/1923] 01_000_10_001.jpg | REAL=01 | PRED_BASE=01 | PRED_FINAL=01 | REF=none | ORI=000/10 (s=0.904 g=0.025) | OK
[ 403/1923] 03_180_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/40 (s=0.924 g=0.240) | OK
[ 404/1923] 03_180_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/90 (s=0.758 g=0.021) | OK
[ 405/1923] 03_180_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/70 (s=0.916 g=0.060) | OK
[ 406/1923] 03_180_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/70 (s=0.963 g=0.159) | OK
[ 407/1923] 03_180_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/70 (s=0.976 g=0.165) | OK
[ 408/1923] 03_180_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/70 (s=0.978 g=0.162) | OK
[ 409/1923] 03_180_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/90 (s=0.999 g=0.137) | OK
[ 410/1923] 03_180_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/90 (s=0.999 g=0.136) | OK
[ 411/1923] 03_180_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/90 (s=0.997 g=0.131) | OK
[ 412/1923] 03_180_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/90 (s=0.997 g=0.129) | OK
[ 413/1923] 03_180_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=180/90 (s=0.997 g=0.128) | OK
[ 414/1923] 03_225_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/10 (s=0.957 g=0.403) | OK
[ 415/1923] 03_225_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/10 (s=0.958 g=0.397) | OK
[ 416/1923] 03_225_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/10 (s=0.988 g=0.432) | OK
[ 417/1923] 03_225_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/10 (s=0.989 g=0.430) | OK
[ 418/1923] 03_225_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/10 (s=0.989 g=0.433) | OK
[ 419/1923] 03_225_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/40 (s=0.884 g=0.254) | OK
[ 420/1923] 03_225_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/40 (s=0.892 g=0.265) | OK
[ 421/1923] 03_225_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/40 (s=0.988 g=0.313) | OK
[ 422/1923] 03_225_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/40 (s=0.988 g=0.310) | OK
[ 423/1923] 03_225_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/40 (s=0.955 g=0.287) | OK
[ 424/1923] 03_225_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/70 (s=0.986 g=0.185) | OK
[ 425/1923] 03_225_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/70 (s=0.989 g=0.184) | OK
[ 426/1923] 03_225_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/70 (s=0.996 g=0.154) | OK
[ 427/1923] 03_225_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/70 (s=0.996 g=0.154) | OK
[ 428/1923] 03_225_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/70 (s=0.996 g=0.154) | OK
[ 429/1923] 03_225_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/90 (s=0.966 g=0.112) | OK
[ 430/1923] 03_225_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/90 (s=0.968 g=0.116) | OK
[ 431/1923] 03_225_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/90 (s=0.992 g=0.188) | OK
[ 432/1923] 03_225_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/90 (s=0.992 g=0.188) | OK
[ 433/1923] 03_225_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=225/90 (s=0.992 g=0.184) | OK
[ 434/1923] 03_270_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/10 (s=0.914 g=0.231) | OK
[ 435/1923] 03_270_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/10 (s=0.959 g=0.254) | OK
[ 436/1923] 03_270_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/10 (s=0.978 g=0.266) | OK
[ 437/1923] 03_270_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/10 (s=0.978 g=0.266) | OK
[ 438/1923] 03_270_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/10 (s=0.979 g=0.270) | OK
[ 439/1923] 03_270_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/40 (s=0.986 g=0.435) | OK
[ 440/1923] 03_270_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/40 (s=0.976 g=0.430) | OK
[ 441/1923] 03_270_40_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/40 (s=0.950 g=0.379) | OK
[ 442/1923] 03_270_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/40 (s=0.993 g=0.415) | OK
[ 443/1923] 03_270_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/40 (s=0.994 g=0.417) | OK
[ 444/1923] 03_270_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/70 (s=0.987 g=0.109) | OK
[ 445/1923] 03_270_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/70 (s=0.987 g=0.112) | OK
[ 446/1923] 03_270_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/70 (s=0.996 g=0.104) | OK
[ 447/1923] 03_270_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/70 (s=0.993 g=0.102) | OK
[ 448/1923] 03_270_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/70 (s=0.988 g=0.093) | OK
[ 449/1923] 03_270_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/90 (s=0.990 g=0.093) | OK
[ 450/1923] 03_270_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/90 (s=0.989 g=0.091) | OK
[ 451/1923] 03_270_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/90 (s=0.959 g=0.110) | OK
[ 452/1923] 03_270_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/90 (s=0.959 g=0.106) | OK
[ 453/1923] 03_270_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=270/90 (s=0.959 g=0.109) | OK
[ 454/1923] 03_315_10_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/10 (s=0.985 g=0.359) | OK
[ 455/1923] 03_315_10_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/10 (s=0.985 g=0.360) | OK
[ 456/1923] 03_315_10_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/10 (s=0.955 g=0.324) | OK
[ 457/1923] 03_315_10_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/10 (s=0.979 g=0.358) | OK
[ 458/1923] 03_315_10_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/10 (s=0.978 g=0.361) | OK
[ 459/1923] 03_315_40_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/40 (s=0.906 g=0.292) | OK
[ 460/1923] 03_315_40_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/40 (s=0.978 g=0.290) | OK
[ 461/1923] 03_315_40_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/40 (s=0.976 g=0.226) | OK
[ 462/1923] 03_315_40_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/40 (s=0.947 g=0.205) | OK
[ 463/1923] 03_315_70_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/70 (s=0.996 g=0.085) | OK
[ 464/1923] 03_315_70_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/70 (s=0.994 g=0.085) | OK
[ 465/1923] 03_315_70_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/70 (s=0.996 g=0.064) | OK
[ 466/1923] 03_315_70_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/70 (s=0.997 g=0.066) | OK
[ 467/1923] 03_315_70_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/70 (s=0.993 g=0.059) | OK
[ 468/1923] 03_315_90_001.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/90 (s=0.998 g=0.073) | OK
[ 469/1923] 03_315_90_002.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/90 (s=0.999 g=0.077) | OK
[ 470/1923] 03_315_90_003.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/90 (s=0.999 g=0.081) | OK
[ 471/1923] 03_315_90_004.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/90 (s=0.999 g=0.082) | OK
[ 472/1923] 03_315_90_005.jpg | REAL=03 | PRED_BASE=03 | PRED_FINAL=03 | REF=none | ORI=315/90 (s=0.999 g=0.082) | OK
[ 473/1923] 04_000_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/10 (s=0.987 g=0.189) | OK
[ 474/1923] 04_000_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/10 (s=0.994 g=0.199) | OK
[ 475/1923] 04_000_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/10 (s=0.991 g=0.210) | OK
[ 476/1923] 04_000_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/10 (s=0.971 g=0.207) | OK
[ 477/1923] 04_000_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/10 (s=0.917 g=0.162) | OK
[ 478/1923] 04_000_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/40 (s=0.941 g=0.162) | OK
[ 479/1923] 04_000_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/40 (s=0.988 g=0.223) | OK
[ 480/1923] 04_000_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/40 (s=0.989 g=0.215) | OK
[ 481/1923] 04_000_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/40 (s=0.969 g=0.221) | OK
[ 482/1923] 04_000_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/40 (s=0.966 g=0.219) | OK
[ 483/1923] 04_000_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/70 (s=0.972 g=0.085) | OK
[ 484/1923] 04_000_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/70 (s=0.968 g=0.077) | OK
[ 485/1923] 04_000_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/70 (s=0.975 g=0.103) | OK
[ 486/1923] 04_000_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/70 (s=0.919 g=0.092) | OK
[ 487/1923] 04_000_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/70 (s=0.958 g=0.110) | OK
[ 488/1923] 04_000_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/90 (s=0.926 g=0.032) | OK
[ 489/1923] 04_000_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/90 (s=0.909 g=0.077) | OK
[ 490/1923] 04_000_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/90 (s=0.921 g=0.123) | OK
[ 491/1923] 04_000_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/90 (s=0.965 g=0.101) | OK
[ 492/1923] 04_000_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=000/90 (s=0.936 g=0.025) | OK
[ 493/1923] 04_045_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/10 (s=0.972 g=0.199) | OK
[ 494/1923] 04_045_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/10 (s=0.991 g=0.210) | OK
[ 495/1923] 04_045_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/10 (s=0.983 g=0.198) | OK
[ 496/1923] 04_045_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/10 (s=0.978 g=0.195) | OK
[ 497/1923] 04_045_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/10 (s=0.981 g=0.193) | OK
[ 498/1923] 04_045_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/40 (s=0.970 g=0.254) | OK
[ 499/1923] 04_045_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/40 (s=0.964 g=0.251) | OK
[ 500/1923] 04_045_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/40 (s=0.980 g=0.273) | OK
[ 501/1923] 04_045_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/40 (s=0.990 g=0.266) | OK
[ 502/1923] 04_045_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/40 (s=0.973 g=0.246) | OK
[ 503/1923] 04_045_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/70 (s=0.988 g=0.167) | OK
[ 504/1923] 04_045_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/70 (s=0.983 g=0.158) | OK
[ 505/1923] 04_045_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/70 (s=0.989 g=0.156) | OK
[ 506/1923] 04_045_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/70 (s=0.980 g=0.169) | OK
[ 507/1923] 04_045_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/70 (s=0.986 g=0.183) | OK
[ 508/1923] 04_045_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/90 (s=0.980 g=0.131) | OK
[ 509/1923] 04_045_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/90 (s=0.949 g=0.037) | OK
[ 510/1923] 04_045_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/90 (s=0.958 g=0.057) | OK
[ 511/1923] 04_045_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/90 (s=0.958 g=0.057) | OK
[ 512/1923] 04_045_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=045/90 (s=0.987 g=0.126) | OK
[ 513/1923] 04_090_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/10 (s=0.982 g=0.352) | OK
[ 514/1923] 04_090_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/10 (s=0.978 g=0.360) | OK
[ 515/1923] 04_090_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/10 (s=0.961 g=0.346) | OK
[ 516/1923] 04_090_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/10 (s=0.929 g=0.270) | OK
[ 517/1923] 04_090_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/10 (s=0.923 g=0.259) | OK
[ 518/1923] 04_090_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/40 (s=0.969 g=0.332) | OK
[ 519/1923] 04_090_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/40 (s=0.982 g=0.336) | OK
[ 520/1923] 04_090_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/40 (s=0.971 g=0.315) | OK
[ 521/1923] 04_090_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/40 (s=0.931 g=0.245) | OK
[ 522/1923] 04_090_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/40 (s=0.936 g=0.252) | OK
[ 523/1923] 04_090_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/70 (s=0.914 g=0.130) | OK
[ 524/1923] 04_090_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/70 (s=0.964 g=0.205) | OK
[ 525/1923] 04_090_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/70 (s=0.989 g=0.220) | OK
[ 526/1923] 04_090_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/70 (s=0.989 g=0.248) | OK
[ 527/1923] 04_090_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/90 (s=0.966 g=0.064) | OK
[ 528/1923] 04_090_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/90 (s=0.978 g=0.097) | OK
[ 529/1923] 04_090_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/90 (s=0.957 g=0.098) | OK
[ 530/1923] 04_090_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/90 (s=0.930 g=0.149) | OK
[ 531/1923] 04_090_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=090/90 (s=0.919 g=0.130) | OK
[ 532/1923] 04_135_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/10 (s=0.986 g=0.245) | OK
[ 533/1923] 04_135_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/10 (s=0.982 g=0.246) | OK
[ 534/1923] 04_135_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/10 (s=0.983 g=0.252) | OK
[ 535/1923] 04_135_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/10 (s=0.858 g=0.113) | OK
[ 536/1923] 04_135_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/10 (s=0.949 g=0.181) | OK
[ 537/1923] 04_135_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/40 (s=0.863 g=0.081) | OK
[ 538/1923] 04_135_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/40 (s=0.991 g=0.235) | OK
[ 539/1923] 04_135_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/40 (s=0.976 g=0.209) | OK
[ 540/1923] 04_135_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/40 (s=0.981 g=0.218) | OK
[ 541/1923] 04_135_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/40 (s=0.978 g=0.218) | OK
[ 542/1923] 04_135_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/70 (s=0.959 g=0.057) | OK
[ 543/1923] 04_135_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/70 (s=0.937 g=0.045) | OK
[ 544/1923] 04_135_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/70 (s=0.954 g=0.056) | OK
[ 545/1923] 04_135_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/70 (s=0.974 g=0.110) | OK
[ 546/1923] 04_135_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/70 (s=0.979 g=0.119) | OK
[ 547/1923] 04_135_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/90 (s=0.994 g=0.108) | OK
[ 548/1923] 04_135_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/90 (s=0.989 g=0.093) | OK
[ 549/1923] 04_135_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/90 (s=0.993 g=0.114) | OK
[ 550/1923] 04_135_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/90 (s=0.993 g=0.107) | OK
[ 551/1923] 04_135_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=135/90 (s=0.990 g=0.098) | OK
[ 552/1923] 04_180_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/10 (s=0.991 g=0.275) | OK
[ 553/1923] 04_180_10_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/10 (s=0.991 g=0.277) | OK
[ 554/1923] 04_180_10_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/10 (s=0.987 g=0.271) | OK
[ 555/1923] 04_180_10_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/10 (s=0.988 g=0.266) | OK
[ 556/1923] 04_180_10_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/10 (s=0.984 g=0.292) | OK
[ 557/1923] 04_180_40_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/40 (s=0.872 g=0.146) | OK
[ 558/1923] 04_180_40_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/40 (s=0.873 g=0.151) | OK
[ 559/1923] 04_180_40_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/40 (s=0.889 g=0.205) | OK
[ 560/1923] 04_180_40_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/40 (s=0.965 g=0.294) | OK
[ 561/1923] 04_180_40_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/40 (s=0.967 g=0.294) | OK
[ 562/1923] 04_180_70_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/70 (s=0.951 g=0.248) | OK
[ 563/1923] 04_180_70_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/70 (s=0.947 g=0.156) | OK
[ 564/1923] 04_180_70_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/70 (s=0.906 g=0.036) | OK
[ 565/1923] 04_180_70_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/70 (s=0.958 g=0.227) | OK
[ 566/1923] 04_180_70_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/70 (s=0.952 g=0.180) | OK
[ 567/1923] 04_180_90_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/90 (s=0.982 g=0.138) | OK
[ 568/1923] 04_180_90_002.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/90 (s=0.908 g=0.035) | OK
[ 569/1923] 04_180_90_003.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/90 (s=0.964 g=0.088) | OK
[ 570/1923] 04_180_90_004.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/90 (s=0.963 g=0.085) | OK
[ 571/1923] 04_180_90_005.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=180/90 (s=0.955 g=0.142) | OK
[ 572/1923] 04_225_10_001.jpg | REAL=04 | PRED_BASE=04 | PRED_FINAL=04 | REF=none | ORI=225/10 (s=0.963 g=0.208) | OK
