EVALUACIÓN COMPLETA SOBRE M_test
================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/ 423] 03_090_70_005.jpg | REAL=03 | PRED=03 | OK
[ 356/ 423] 12_090_40_006.jpg | REAL=12 | PRED=12 | OK
[ 357/ 423] 11_180_10_003.jpg | REAL=11 | PRED=11 | OK
[ 358/ 423] 08_180_70_005.jpg | REAL=08 | PRED=08 | OK
[ 359/ 423] 09_225_40_002.jpg | REAL=09 | PRED=09 | OK
[ 360/ 423] 05_270_90_003.jpg | REAL=05 | PRED=05 | OK
[ 361/ 423] 06_180_90_001.jpg | REAL=06 | PRED=06 | OK
[ 362/ 423] 03_135_90_001.jpg | REAL=03 | PRED=03 | OK
[ 363/ 423] 05_090_10_003.jpg | REAL=05 | PRED=05 | OK
[ 364/ 423] 02_000_70_005.jpg | REAL=02 | PRED=02 | OK
[ 365/ 423] 05_090_90_004.jpg | REAL=05 | PRED=05 | OK
[ 366/ 423] 03_045_40_002.jpg | REAL=03 | PRED=03 | OK
[ 367/ 423] 02_000_70_004.jpg | REAL=02 | PRED=02 | OK
[ 368/ 423] 12_135_70_005.jpg | REAL=12 | PRED=12 | OK
[ 369/ 423] 03_225_90_002.jpg | REAL=03 | PRED=03 | OK
[ 370/ 423] 05_270_40_002.jpg | REAL=05 | PRED=05 | OK
[ 371/ 423] 07_000_40_005.jpg | REAL=07 | PRED=07 | OK
[ 372/ 423] 03_045_10_004.jpg | REAL=03 | PRED=03 | OK
[ 373/ 423] 09_270_10_005.jpg | REAL=09 | PRED=09 | OK
[ 374/ 423] 08_180_70_002.jpg | REAL=08 | PRED=08 | OK
[ 375/ 423] 09_045_40_001.jpg | REAL=09 | PRED=09 | OK
[ 376/ 423] 11_045_90_002.jpg | REAL=11 | PRED=11 | OK
[ 377/ 423] 07_180_40_003.jpg | REAL=07 | PRED=07 | OK
[ 378/ 423] 02_135_40_001.jpg | REAL=02 | PRED=02 | OK
[ 379/ 423] 04_045_70_003.jpg | REAL=04 | PRED=04 | OK
[ 380/ 423] 01_090_10_001.jpg | REAL=01 | PRED=08 | FAIL
[ 381/ 423] 05_000_10_005.jpg | REAL=05 | PRED=05 | OK
[ 382/ 423] 11_045_70_002.jpg | REAL=11 | PRED=11 | OK
[ 383/ 423] 10_045_90_002.jpg | REAL=10 | PRED=10 | OK
[ 384/ 423] 07_270_90_004.jpg | REAL=07 | PRED=07 | OK
[ 385/ 423] 07_045_40_001.jpg | REAL=07 | PRED=07 | OK
[ 386/ 423] 06_270_90_002.jpg | REAL=06 | PRED=06 | OK
[ 387/ 423] 12_000_40_003.jpg | REAL=12 | PRED=12 | OK
[ 388/ 423] 10_090_10_002.jpg | REAL=10 | PRED=10 | OK
[ 389/ 423] 09_000_10_001.jpg | REAL=09 | PRED=09 | OK
[ 390/ 423] 02_000_90_005.jpg | REAL=02 | PRED=02 | OK
[ 391/ 423] 05_315_70_005.jpg | REAL=05 | PRED=05 | OK
[ 392/ 423] 12_225_40_001.jpg | REAL=12 | PRED=12 | OK
[ 393/ 423] 07_270_70_001.jpg | REAL=07 | PRED=07 | OK
[ 394/ 423] 11_180_70_002.jpg | REAL=11 | PRED=11 | OK
[ 395/ 423] 05_225_90_001.jpg | REAL=05 | PRED=05 | OK
[ 396/ 423] 09_180_90_003.jpg | REAL=09 | PRED=09 | OK
[ 397/ 423] 07_045_70_001.jpg | REAL=07 | PRED=07 | OK
[ 398/ 423] 02_000_40_004.jpg | REAL=02 | PRED=02 | OK
[ 399/ 423] 06_270_10_003.jpg | REAL=06 | PRED=06 | OK
[ 400/ 423] 12_135_10_005.jpg | REAL=12 | PRED=12 | OK
[ 401/ 423] 01_090_40_003.jpg | REAL=01 | PRED=01 | OK
[ 402/ 423] 11_225_10_006.jpg | REAL=11 | PRED=11 | OK
[ 403/ 423] 03_315_70_002.jpg | REAL=03 | PRED=03 | OK
[ 404/ 423] 08_135_10_001.jpg | REAL=08 | PRED=08 | OK
[ 405/ 423] 10_225_70_001.jpg | REAL=10 | PRED=10 | OK
[ 406/ 423] 08_270_90_001.jpg | REAL=08 | PRED=08 | OK
[ 407/ 423] 07_270_10_001.jpg | REAL=07 | PRED=07 | OK
[ 408/ 423] 01_270_10_002.jpg | REAL=01 | PRED=01 | OK
[ 409/ 423] 05_270_70_003.jpg | REAL=05 | PRED=05 | OK
[ 410/ 423] 01_045_90_004.jpg | REAL=01 | PRED=01 | OK
[ 411/ 423] 02_045_40_004.jpg | REAL=02 | PRED=02 | OK
[ 412/ 423] 06_270_90_004.jpg | REAL=06 | PRED=06 | OK
[ 413/ 423] 08_270_10_002.jpg | REAL=08 | PRED=08 | OK
[ 414/ 423] 08_045_10_005.jpg | REAL=08 | PRED=08 | OK
[ 415/ 423] 11_000_10_004.jpg | REAL=11 | PRED=11 | OK
[ 416/ 423] 11_045_90_005.jpg | REAL=11 | PRED=11 | OK
[ 417/ 423] 09_315_10_003.jpg | REAL=09 | PRED=09 | OK
[ 418/ 423] 02_045_70_003.jpg | REAL=02 | PRED=02 | OK
[ 419/ 423] 07_225_90_004.jpg | REAL=07 | PRED=07 | OK
[ 420/ 423] 06_225_90_003.jpg | REAL=06 | PRED=06 | OK
[ 421/ 423] 01_180_70_002.jpg | REAL=01 | PRED=01 | OK
[ 422/ 423] 12_090_70_003.jpg | REAL=12 | PRED=12 | OK
[ 423/ 423] 06_225_70_004.jpg | REAL=06 | PRED=06 | OK


RESUMEN
------
Total filas M_test        : 423
Imágenes no encontradas   : 0
Evaluadas (con archivo)   : 423
Aciertos                 : 421
Fallos                   : 2
Accuracy (sin missing)    : 99.53 %


LISTA DE FALLOS (si los hay)
----------------------------
03_000_10_005.jpg | REAL=03 | PRED=06
01_090_10_001.jpg | REAL=01 | PRED=08
