EVALUACIÓN COMPLETA SOBRE M_test
================================

Carpeta imágenes: C:\Users\jlaco\OneDrive\Escritorio\1\Procesado de Señales Multimedia\Proyecto\ProyectoPSM\Database\SEGMENTED_local

[   1/ 535] 05_180_40_003.jpg | REAL=05 | PRED=05 | OK
[ 356/ 535] 10_045_40_006.jpg | REAL=10 | PRED=10 | OK
[ 357/ 535] 10_090_40_005.jpg | REAL=10 | PRED=10 | OK
[ 358/ 535] 02_000_10_003.jpg | REAL=02 | PRED=02 | OK
[ 359/ 535] 02_180_70_005.jpg | REAL=02 | PRED=02 | OK
[ 360/ 535] 10_270_70_003.jpg | REAL=10 | PRED=10 | OK
[ 361/ 535] 11_315_10_002.jpg | REAL=11 | PRED=11 | OK
[ 362/ 535] 11_135_40_005.jpg | REAL=11 | PRED=11 | OK
[ 363/ 535] 11_090_40_006.jpg | REAL=11 | PRED=11 | OK
[ 364/ 535] 04_000_70_002.jpg | REAL=04 | PRED=04 | OK
[ 365/ 535] 08_180_40_004.jpg | REAL=08 | PRED=08 | OK
[ 366/ 535] 02_225_70_003.jpg | REAL=02 | PRED=02 | OK
[ 367/ 535] 01_090_40_002.jpg | REAL=01 | PRED=01 | OK
[ 368/ 535] 05_135_70_004.jpg | REAL=05 | PRED=05 | OK
[ 369/ 535] 11_045_90_006.jpg | REAL=11 | PRED=11 | OK
[ 370/ 535] 03_270_40_005.jpg | REAL=03 | PRED=03 | OK
[ 371/ 535] 05_270_10_001.jpg | REAL=05 | PRED=05 | OK
[ 372/ 535] 07_045_90_001.jpg | REAL=07 | PRED=07 | OK
[ 373/ 535] 11_180_40_005.jpg | REAL=11 | PRED=11 | OK
[ 374/ 535] 03_270_90_001.jpg | REAL=03 | PRED=03 | OK
[ 375/ 535] 06_000_10_003.jpg | REAL=06 | PRED=06 | OK
[ 376/ 535] 02_135_70_004.jpg | REAL=02 | PRED=02 | OK
[ 377/ 535] 08_135_40_005.jpg | REAL=08 | PRED=08 | OK
[ 378/ 535] 07_315_70_002.jpg | REAL=07 | PRED=07 | OK
[ 379/ 535] 07_225_10_002.jpg | REAL=07 | PRED=07 | OK
[ 380/ 535] 03_000_90_003.jpg | REAL=03 | PRED=03 | OK
[ 381/ 535] 07_090_40_002.jpg | REAL=07 | PRED=07 | OK
[ 382/ 535] 01_090_70_003.jpg | REAL=01 | PRED=01 | OK
[ 383/ 535] 11_270_10_004.jpg | REAL=11 | PRED=11 | OK
[ 384/ 535] 07_225_10_001.jpg | REAL=07 | PRED=07 | OK
[ 385/ 535] 01_270_40_004.jpg | REAL=01 | PRED=01 | OK
[ 386/ 535] 03_225_40_004.jpg | REAL=03 | PRED=03 | OK
[ 387/ 535] 06_225_70_002.jpg | REAL=06 | PRED=06 | OK
[ 388/ 535] 01_315_40_003.jpg | REAL=01 | PRED=01 | OK
[ 389/ 535] 04_180_10_001.jpg | REAL=04 | PRED=04 | OK
[ 390/ 535] 05_000_10_002.jpg | REAL=05 | PRED=05 | OK
[ 391/ 535] 04_045_70_005.jpg | REAL=04 | PRED=04 | OK
[ 392/ 535] 07_045_90_005.jpg | REAL=07 | PRED=07 | OK
[ 393/ 535] 09_180_70_003.jpg | REAL=09 | PRED=09 | OK
[ 394/ 535] 07_225_40_005.jpg | REAL=07 | PRED=07 | OK
[ 395/ 535] 05_045_10_002.jpg | REAL=05 | PRED=05 | OK
[ 396/ 535] 01_135_70_002.jpg | REAL=01 | PRED=01 | OK
[ 397/ 535] 01_045_90_002.jpg | REAL=01 | PRED=01 | OK
[ 398/ 535] 05_180_90_005.jpg | REAL=05 | PRED=05 | OK
[ 399/ 535] 03_045_40_003.jpg | REAL=03 | PRED=03 | OK
[ 400/ 535] 03_270_40_003.jpg | REAL=03 | PRED=03 | OK
[ 401/ 535] 02_135_40_001.jpg | REAL=02 | PRED=02 | OK
[ 402/ 535] 08_225_10_001.jpg | REAL=08 | PRED=08 | OK
[ 403/ 535] 05_225_10_002.jpg | REAL=05 | PRED=05 | OK
[ 404/ 535] 11_180_40_006.jpg | REAL=11 | PRED=11 | OK
[ 405/ 535] 03_045_40_004.jpg | REAL=03 | PRED=03 | OK
[ 406/ 535] 11_135_10_004.jpg | REAL=11 | PRED=11 | OK
[ 407/ 535] 07_270_40_004.jpg | REAL=07 | PRED=07 | OK
[ 408/ 535] 06_225_10_004.jpg | REAL=06 | PRED=06 | OK
[ 409/ 535] 08_000_40_003.jpg | REAL=08 | PRED=08 | OK
[ 410/ 535] 03_135_40_002.jpg | REAL=03 | PRED=03 | OK
[ 411/ 535] 10_315_70_002.jpg | REAL=10 | PRED=10 | OK
[ 412/ 535] 03_045_10_005.jpg | REAL=03 | PRED=03 | OK
[ 413/ 535] 04_225_40_004.jpg | REAL=04 | PRED=04 | OK
[ 414/ 535] 06_045_70_004.jpg | REAL=06 | PRED=06 | OK
[ 415/ 535] 07_045_90_004.jpg | REAL=07 | PRED=07 | OK
[ 416/ 535] 03_090_10_004.jpg | REAL=03 | PRED=03 | OK
[ 417/ 535] 05_090_10_004.jpg | REAL=05 | PRED=05 | OK
[ 418/ 535] 08_090_70_001.jpg | REAL=08 | PRED=08 | OK
[ 419/ 535] 04_135_90_003.jpg | REAL=04 | PRED=04 | OK
[ 420/ 535] 03_225_70_005.jpg | REAL=03 | PRED=03 | OK
[ 421/ 535] 05_315_90_005.jpg | REAL=05 | PRED=05 | OK
[ 422/ 535] 09_180_90_004.jpg | REAL=09 | PRED=09 | OK
[ 423/ 535] 12_180_10_003.jpg | REAL=12 | PRED=12 | OK
[ 424/ 535] 04_315_70_005.jpg | REAL=04 | PRED=04 | OK
[ 425/ 535] 02_180_70_003.jpg | REAL=02 | PRED=02 | OK
[ 426/ 535] 02_000_70_002.jpg | REAL=02 | PRED=02 | OK
[ 427/ 535] 08_315_40_004.jpg | REAL=08 | PRED=08 | OK
[ 428/ 535] 09_090_70_004.jpg | REAL=09 | PRED=09 | OK
[ 429/ 535] 04_180_40_004.jpg | REAL=04 | PRED=04 | OK
[ 430/ 535] 04_045_90_003.jpg | REAL=04 | PRED=04 | OK
[ 431/ 535] 03_090_40_002.jpg | REAL=03 | PRED=03 | OK
[ 432/ 535] 03_180_70_005.jpg | REAL=03 | PRED=03 | OK
[ 433/ 535] 06_045_10_004.jpg | REAL=06 | PRED=06 | OK
[ 434/ 535] 08_225_90_003.jpg | REAL=08 | PRED=08 | OK
[ 435/ 535] 09_270_90_002.jpg | REAL=09 | PRED=09 | OK
[ 436/ 535] 05_000_40_004.jpg | REAL=05 | PRED=05 | OK
[ 437/ 535] 07_135_40_004.jpg | REAL=07 | PRED=07 | OK
[ 438/ 535] 07_315_70_001.jpg | REAL=07 | PRED=07 | OK
[ 439/ 535] 02_045_10_005.jpg | REAL=02 | PRED=02 | OK
[ 440/ 535] 11_180_10_003.jpg | REAL=11 | PRED=11 | OK
[ 441/ 535] 12_180_70_001.jpg | REAL=12 | PRED=12 | OK
[ 442/ 535] 08_000_40_004.jpg | REAL=08 | PRED=08 | OK
[ 443/ 535] 12_180_70_003.jpg | REAL=12 | PRED=12 | OK
[ 444/ 535] 07_270_90_002.jpg | REAL=07 | PRED=07 | OK
[ 445/ 535] 04_045_40_002.jpg | REAL=04 | PRED=04 | OK
[ 446/ 535] 12_090_40_001.jpg | REAL=12 | PRED=12 | OK
[ 447/ 535] 09_000_70_003.jpg | REAL=09 | PRED=09 | OK
[ 448/ 535] 01_045_70_003.jpg | REAL=01 | PRED=01 | OK
[ 449/ 535] 06_135_70_004.jpg | REAL=06 | PRED=06 | OK
[ 450/ 535] 06_315_90_001.jpg | REAL=06 | PRED=06 | OK
[ 451/ 535] 05_315_70_003.jpg | REAL=05 | PRED=05 | OK
[ 452/ 535] 02_180_10_001.jpg | REAL=02 | PRED=02 | OK
[ 453/ 535] 04_000_70_001.jpg | REAL=04 | PRED=04 | OK
[ 454/ 535] 08_135_10_005.jpg | REAL=08 | PRED=08 | OK
[ 455/ 535] 01_180_70_005.jpg | REAL=01 | PRED=01 | OK
[ 456/ 535] 07_135_10_001.jpg | REAL=07 | PRED=07 | OK
[ 457/ 535] 08_045_10_005.jpg | REAL=08 | PRED=08 | OK
[ 458/ 535] 02_225_10_003.jpg | REAL=02 | PRED=02 | OK
[ 459/ 535] 10_180_70_005.jpg | REAL=10 | PRED=10 | OK
[ 460/ 535] 08_270_90_003.jpg | REAL=08 | PRED=08 | OK
[ 461/ 535] 08_315_40_005.jpg | REAL=08 | PRED=08 | OK
[ 462/ 535] 11_315_10_003.jpg | REAL=11 | PRED=11 | OK
[ 463/ 535] 09_225_40_004.jpg | REAL=09 | PRED=09 | OK
[ 464/ 535] 07_315_40_002.jpg | REAL=07 | PRED=07 | OK
[ 465/ 535] 09_090_40_005.jpg | REAL=09 | PRED=09 | OK
[ 466/ 535] 10_315_70_005.jpg | REAL=10 | PRED=10 | OK
[ 467/ 535] 11_270_90_004.jpg | REAL=11 | PRED=11 | OK
[ 468/ 535] 07_000_10_002.jpg | REAL=07 | PRED=07 | OK
[ 469/ 535] 11_225_40_003.jpg | REAL=11 | PRED=11 | OK
[ 470/ 535] 02_180_70_002.jpg | REAL=02 | PRED=02 | OK
[ 471/ 535] 07_090_90_004.jpg | REAL=07 | PRED=07 | OK
[ 472/ 535] 04_135_90_004.jpg | REAL=04 | PRED=04 | OK
[ 473/ 535] 07_270_90_001.jpg | REAL=07 | PRED=07 | OK
[ 474/ 535] 11_180_10_004.jpg | REAL=11 | PRED=11 | OK
[ 475/ 535] 09_270_40_001.jpg | REAL=09 | PRED=09 | OK
[ 476/ 535] 04_045_40_001.jpg | REAL=04 | PRED=04 | OK
[ 477/ 535] 07_270_40_003.jpg | REAL=07 | PRED=07 | OK
[ 478/ 535] 09_135_70_001.jpg | REAL=09 | PRED=09 | OK
[ 479/ 535] 05_000_90_001.jpg | REAL=05 | PRED=05 | OK
[ 480/ 535] 10_315_90_005.jpg | REAL=10 | PRED=10 | OK
[ 481/ 535] 02_045_90_003.jpg | REAL=02 | PRED=02 | OK
[ 482/ 535] 01_270_10_004.jpg | REAL=01 | PRED=01 | OK
[ 483/ 535] 11_225_10_006.jpg | REAL=11 | PRED=11 | OK
[ 484/ 535] 02_180_40_004.jpg | REAL=02 | PRED=02 | OK
[ 485/ 535] 05_180_70_001.jpg | REAL=05 | PRED=05 | OK
[ 486/ 535] 10_045_40_004.jpg | REAL=10 | PRED=10 | OK
[ 487/ 535] 07_180_90_005.jpg | REAL=07 | PRED=07 | OK
[ 488/ 535] 02_225_40_005.jpg | REAL=02 | PRED=02 | OK
[ 489/ 535] 06_135_90_005.jpg | REAL=06 | PRED=06 | OK
[ 490/ 535] 04_045_90_004.jpg | REAL=04 | PRED=04 | OK
[ 491/ 535] 03_270_90_002.jpg | REAL=03 | PRED=03 | OK
[ 492/ 535] 07_135_70_003.jpg | REAL=07 | PRED=07 | OK
[ 493/ 535] 03_270_70_005.jpg | REAL=03 | PRED=03 | OK
[ 494/ 535] 10_135_70_002.jpg | REAL=10 | PRED=10 | OK
[ 495/ 535] 11_225_10_005.jpg | REAL=11 | PRED=11 | OK
[ 496/ 535] 12_045_70_005.jpg | REAL=12 | PRED=12 | OK
[ 497/ 535] 12_045_10_002.jpg | REAL=12 | PRED=12 | OK
[ 498/ 535] 12_135_70_004.jpg | REAL=12 | PRED=12 | OK
[ 499/ 535] 12_045_40_004.jpg | REAL=12 | PRED=12 | OK
[ 500/ 535] 10_090_90_002.jpg | REAL=10 | PRED=10 | OK
[ 501/ 535] 09_045_10_002.jpg | REAL=09 | PRED=09 | OK
[ 502/ 535] 06_270_70_001.jpg | REAL=06 | PRED=06 | OK
[ 503/ 535] 11_180_40_001.jpg | REAL=11 | PRED=11 | OK
[ 504/ 535] 11_315_10_006.jpg | REAL=11 | PRED=11 | OK
[ 505/ 535] 04_135_90_002.jpg | REAL=04 | PRED=04 | OK
[ 506/ 535] 02_270_40_003.jpg | REAL=02 | PRED=02 | OK
[ 507/ 535] 03_225_70_001.jpg | REAL=03 | PRED=03 | OK
[ 508/ 535] 04_135_70_005.jpg | REAL=04 | PRED=04 | OK
[ 509/ 535] 01_135_10_004.jpg | REAL=01 | PRED=01 | OK
[ 510/ 535] 11_045_90_001.jpg | REAL=11 | PRED=11 | OK
[ 511/ 535] 02_180_90_001.jpg | REAL=02 | PRED=02 | OK
[ 512/ 535] 11_225_70_004.jpg | REAL=11 | PRED=11 | OK
[ 513/ 535] 09_270_90_005.jpg | REAL=09 | PRED=09 | OK
[ 514/ 535] 10_270_40_001.jpg | REAL=10 | PRED=10 | OK
[ 515/ 535] 10_000_40_002.jpg | REAL=10 | PRED=10 | OK
[ 516/ 535] 03_225_10_002.jpg | REAL=03 | PRED=03 | OK
[ 517/ 535] 09_135_70_004.jpg | REAL=09 | PRED=09 | OK
[ 518/ 535] 03_000_10_004.jpg | REAL=03 | PRED=03 | OK
[ 519/ 535] 04_270_10_004.jpg | REAL=04 | PRED=04 | OK
[ 520/ 535] 07_090_90_003.jpg | REAL=07 | PRED=07 | OK
[ 521/ 535] 08_135_10_004.jpg | REAL=08 | PRED=08 | OK
[ 522/ 535] 04_225_90_004.jpg | REAL=04 | PRED=04 | OK
[ 523/ 535] 05_000_90_002.jpg | REAL=05 | PRED=05 | OK
[ 524/ 535] 12_135_40_002.jpg | REAL=12 | PRED=12 | OK
[ 525/ 535] 01_090_90_002.jpg | REAL=01 | PRED=01 | OK
[ 526/ 535] 05_000_40_003.jpg | REAL=05 | PRED=05 | OK
[ 527/ 535] 11_315_70_002.jpg | REAL=11 | PRED=11 | OK
[ 528/ 535] 05_225_90_002.jpg | REAL=05 | PRED=05 | OK
[ 529/ 535] 03_045_90_005.jpg | REAL=03 | PRED=03 | OK
[ 530/ 535] 02_045_70_001.jpg | REAL=02 | PRED=02 | OK
[ 531/ 535] 01_225_40_005.jpg | REAL=01 | PRED=01 | OK
[ 532/ 535] 11_315_70_004.jpg | REAL=11 | PRED=11 | OK
[ 533/ 535] 12_000_70_005.jpg | REAL=12 | PRED=12 | OK
[ 534/ 535] 05_180_70_004.jpg | REAL=05 | PRED=05 | OK
[ 535/ 535] 01_270_10_005.jpg | REAL=01 | PRED=01 | OK


RESUMEN
------
Total filas M_test        : 535
Imágenes no encontradas   : 0
Evaluadas (con archivo)   : 535
Aciertos                 : 534
Fallos                   : 1
Accuracy (sin missing)    : 99.81 %


LISTA DE FALLOS (si los hay)
----------------------------
02_180_40_003.jpg | REAL=02 | PRED=07
